id_espace_vert,nom_espace_vert,type_espace_vert,code_postal,arr_num,surface_m2
12018,JARDINIERE VERTICALE DU SQUARE BARYE,Murs végétalisés,75004,4.0,45.0
11823,JARDINIERES DE LA PLACETTE CRIMEE,Décorations sur la voie publique,75019,19.0,160.0
11256,JARDINIERES DU 71 QUAI DE LA SEINE,Décorations sur la voie publique,75019,19.0,20.0
11236,JARDINIERE VERTICALE DU 25 RUE TIQUETONNE,Murs végétalisés,75002,2.0,2.0
11277,JARDIN PARTAGE LE JARDIN AUX HABITANTS,"Ephémères, partagés, pédagogiques",75016,16.0,300.0
193,JARDINET DE L’EGLISE SAINT-ELOI,Jardinets décoratifs,75012,12.0,420.0
11556,JARDINIERES DE LA RUE DE NOISY LE SEC,Décorations sur la voie publique,75020,20.0,1275.0
10363,JARDINIERES DE LA RUE DE LA GLACIERE,Décorations sur la voie publique,75013,13.0,39.0
635,23-03,Périphérique,75018,18.0,1105.0
11379,JARDIN DE L'AVENUE FOCH,Promenades ouvertes,75016,16.0,66200.0
240,JARDIN DE LA DALLE D'IVRY,Promenades ouvertes,75013,13.0,5800.0
776,SQUARE ANTOINE BLONDIN,Promenades ouvertes,75020,20.0,5400.0
745,SQUARE DE L'EGLISE NOTRE-DAME DE LA CROIX,Promenades ouvertes,75020,20.0,603.0
239,SQUARE SAMUEL BECKETT,Promenades ouvertes,75013,13.0,10411.0
656,SQUARE DAMPIERRE - ROUVET,Promenades ouvertes,75019,19.0,1270.0
632,22-00,Périphérique,75018,18.0,2885.0
11629,07-04,Périphérique,75015,15.0,580.0
13222,JARDINIERES EVQ DE LA RUE ABEL,Décorations sur la voie publique,75012,12.0,157.0
11649,12-50,Périphérique,75016,16.0,488.0
11647,12-03,Périphérique,75016,16.0,832.0
63,SQUARE GABRIEL PIERNE,Promenades ouvertes,75006,6.0,644.0
125,SQUARE AMADOU HAMPATE BA,Promenades ouvertes,75010,10.0,881.0
11611,01-01,Périphérique,75013,13.0,189.0
153,PROMENADE RICHARD LENOIR SQUARE MAY PICQUERAY,Promenades ouvertes,75011,11.0,3200.0
308,SQUARE DE L'ABBE LEMIRE,Promenades ouvertes,75014,14.0,3500.0
302,JARDIN DU CLOITRE,Promenades ouvertes,75014,14.0,1650.0
11130,JARDINIERE VERTICALE DU 2 RUE DES RECOLLETS,Murs végétalisés,75010,10.0,2.0
11284,JARDIN PARTAGE DU SQUARE BOUTROUX,"Ephémères, partagés, pédagogiques",75013,13.0,500.0
11999,JARDINIERE DE LA RUE CHARLES NICOLLE,Décorations sur la voie publique,75012,12.0,67.0
11189,JARDINIERE VERTICALE DU 181 AVENUE JEAN JAURES,Murs végétalisés,75019,19.0,20.0
11113,JARDINIERES DE LA RUE FRANCOIS BLOCH-LAINE,Décorations sur la voie publique,75013,13.0,116.0
10257,JARDINIERE DE LA PLACE DE L'ESTRAPADE,Décorations sur la voie publique,75005,5.0,145.0
10956,JARDINIERE ANGLE DES RUES DES ALOUETTES - CARDUCCI,Décorations sur la voie publique,75019,19.0,25.0
11336,JARDINIERE DE LA CITE BLANCHE,Décorations sur la voie publique,75014,14.0,85.0
11067,ESPACE VERT DU GYMNASE OLIVIER DE SERRES,Etablissements sportifs,75015,15.0,920.0
796,28-04,Périphérique,75020,20.0,4984.0
11447,JARDINIERE VERTICALE DU 21 RUE ANDRE BRECHET,Murs végétalisés,75017,17.0,1.0
805,30-01,Périphérique,75020,20.0,887.0
816,31-09_N,Périphérique,75020,20.0,214.0
645,23-17,Périphérique,75018,18.0,2071.0
122,SQUARE ALBAN SATRAGNE,Promenades ouvertes,75010,10.0,5285.0
312,JARDIN MARIE-THERESE AUFFRAY,Promenades ouvertes,75014,14.0,2650.0
657,SQUARE DE LA PORTE DE LA VILLETTE,Promenades ouvertes,75019,19.0,9359.0
753,SQUARE ALEXANDRE LUQUET,Promenades ouvertes,75020,20.0,2740.0
10983,JARDINIERES DE LA RUE WATT,Décorations sur la voie publique,75013,13.0,70.0
10742,JARDINIERES DU 138 BOULEVARD VINCENT AURIOL,Décorations sur la voie publique,75013,13.0,215.0
151,SQUARE LOUIS MAJORELLE,Promenades ouvertes,75011,11.0,2000.0
10253,JARDINIERE DE LA RUE MOUFFETARD,Décorations sur la voie publique,75005,5.0,10.0
10866,DECORATION DU SQUARE CAULAINCOURT,Décorations sur la voie publique,75018,18.0,23.0
11322,SQUARE DU JEU DE BOULES DE SAINT MANDE,Promenades ouvertes,75012,12.0,3859.0
11220,JARDIN OLYMPIADES,Promenades ouvertes,75013,13.0,1170.0
11344,JARDINIERE DE LA PORTE DE CHARENTON,Décorations sur la voie publique,75012,12.0,300.0
10791,JARDIN DU GROUPE SCOLAIRE MAURICE D’OCAGNE,Jardins privatifs,75014,14.0,27187.0
530,SQUARE LOUISE MICHEL,Promenades ouvertes,75018,18.0,25539.0
11483,JARDINIERE IMPASSE PETIN,Décorations sur la voie publique,75019,19.0,20.0
11504,JARDINIERES DE LA PLACE SULLY LOMBARD,Décorations sur la voie publique,75020,20.0,45.0
945,TALUS AVENUE IBSEN,Périphérique,75020,20.0,1890.0
200,32-03,Périphérique,75012,12.0,2242.0
643,23-11,Périphérique,75018,18.0,3337.0
11596,17-05,Périphérique,75017,17.0,633.0
11661,13-03,Périphérique,75016,16.0,609.0
11744,TALUS DE LA PORTE DE LA VILLETTE,Périphérique,75019,19.0,1300.0
11960,JARDINIERES DE LA RUE BRANCION,Décorations sur la voie publique,75015,15.0,140.0
11804,JARDINIERES DE LA RUE BOURDALOUE,Décorations sur la voie publique,75009,9.0,40.0
11843,JARDIN PARTAGE DU 10 RUE ERARD,"Ephémères, partagés, pédagogiques",75012,12.0,750.0
11856,JARDIN PARTAGE DU PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING,"Ephémères, partagés, pédagogiques",75017,17.0,380.0
11864,JARDIN PARTAGE DU SQUARE ALEXANDRE LUQUET,"Ephémères, partagés, pédagogiques",75020,20.0,200.0
11876,JARDIN PARTAGE PAPILLES ET PAPILLONS,"Ephémères, partagés, pédagogiques",75020,20.0,413.0
11911,JARDINIERE VERTICALE DU 55 RUE DU BORREGO,Murs végétalisés,75020,20.0,
11287,JARDIN PARTAGE DU JARDIN ROSA LUXEMBOURG,"Ephémères, partagés, pédagogiques",75018,18.0,365.0
12097,JARDINIERE VERTICALE DU PARC GEORGES BRASSENS 3,Murs végétalisés,75015,15.0,146.0
12911,JARDINIERE VERTICALE DE LA RUE BERTON,Murs végétalisés,75016,16.0,
12902,JARDINIERES DE LA PLACE DE PORT AU PRINCE,Décorations sur la voie publique,75013,13.0,450.0
13133,JARDINIERES 39 AVENUE D'IVRY,Décorations sur la voie publique,75013,13.0,32.0
10820,JARDINIERES DE L'AVENUE DU PRESIDENT WILSON,Décorations sur la voie publique,75016,16.0,412.0
11758,JARDIN DU POTAGER (ANCIEN HOPITAL LAENNEC),Promenades ouvertes,75007,7.0,3500.0
11772,PROMENADE PC 20 - LEUVEN - CROIX SAINT SIMON,Jardins privatifs,75020,20.0,12046.0
12110,JARDINIERE VERTICALE DU JARDIN DU RANELAGH 2,Murs végétalisés,75016,16.0,6.0
11933,JARDINIERES DE LA PLACE CLAUDE GAUSGUEN,Décorations sur la voie publique,75016,16.0,125.0
10892,JARDINETS DE LA PLACE DES FETES,Décorations sur la voie publique,75019,19.0,1730.0
12963,JARDINIERES RAE DE LA RUE DE MOSCOU,Décorations sur la voie publique,75008,8.0,225.0
13060,JARDINIERES RAE DE LA RUE LITTRE,Décorations sur la voie publique,75006,6.0,
10903,JARDINIERE ANGLE DES RUES D'AUBERVILLIERS - RIQUET,Décorations sur la voie publique,75019,19.0,33.0
310,JARDIN ALBERTO GIACOMETTI,Promenades ouvertes,75014,14.0,1342.0
13335,JARDINIERES RAE DE LA RUE DAMESME,Décorations sur la voie publique,75013,13.0,193.0
11765,PROMENADE PC 14 - CORENTIN - AVENUE DU GENERAL LECLERC,Promenades ouvertes,75014,14.0,3444.0
13119,JARDINIERES EVQ DE LA RUE SERVAN,Décorations sur la voie publique,75011,11.0,151.0
13168,JARDINIERES EVQ DE LA RUE DU CHEVET,Décorations sur la voie publique,75011,11.0,
13065,JARDINIERES EVQ DE LA RUE SAINT-MAUR,Décorations sur la voie publique,75011,11.0,
13109,JARDINIERES RAE DE LA RUE PRISSE D AVENNES,Décorations sur la voie publique,75014,14.0,
13167,JARDINIERES DE L AVENUE  DU GENERAL LECLERC,Décorations sur la voie publique,75014,14.0,
13095,JARDINIERES EVQ DE L AVENUE DE VERSAILLES,Décorations sur la voie publique,75016,16.0,
13209,JARDINS DES CHAMPS ELYSEES- CARRE DU BATTOIR,Promenades ouvertes,75008,8.0,5354.0
11502,JARDINIERES DE LA RUE RENE BLUM,Décorations sur la voie publique,75017,17.0,130.0
13051,JARDINIERES RAE DE LA RUE RAMPAL,Décorations sur la voie publique,75019,19.0,102.0
10415,JARDINIERE DE LA RUE FERNAND HOLWECK,Décorations sur la voie publique,75014,14.0,120.0
11537,JARDINIERE ANGLE RUE DE TURBIGO RUE SAINT DENIS,Décorations sur la voie publique,75002,2.0,35.0
11916,JARDINIERE VERTICALE DU 90 RUE VIEILLE DU TEMPLE,Murs végétalisés,75003,3.0,
368,JARDIN DES MARTYRS JUIFS,Promenades ouvertes,75015,15.0,4418.0
13375,JARDINIERES RAE DE LA RUE PIERRE BULLET-HITTORF,Décorations sur la voie publique,75010,10.0,
13382,JARDINIERES EVQ DE LA RUE DU PARADIS,Décorations sur la voie publique,75010,10.0,57.0
5,SQUARE MICHEL CALDAGUES,Jardinets décoratifs,75001,1.0,663.0
13421,JARDINIERES DE LA RUE DEMARQUAY,Décorations sur la voie publique,75010,10.0,
13390,JARDINIERE DU 29 RUE LOUIS BLANC,Décorations sur la voie publique,75010,10.0,50.0
13394,JARDINIERE DE LA RUE DE MAZAGRAN,Décorations sur la voie publique,75010,10.0,27.0
13428,JARDINIERES RAE DE LA RUE DES JARDINIERS,Décorations sur la voie publique,75012,12.0,182.0
13048,JARDINIERES RAE DE LA RUE DES CHEMINETS,Décorations sur la voie publique,75019,19.0,178.0
12015,JARDINIERE VERTICALE DU SQUARE CHARLES VICTOR LANGLOIS,Murs végétalisés,75004,4.0,38.0
10243,JARDINIERE DE LA PLACE DE L'EMIR ABDELKADER,Décorations sur la voie publique,75005,5.0,95.0
13442,JARDINIERES DE LA RUE ALBIN HALLER,Décorations sur la voie publique,75013,13.0,
173,SQUARE  RACHEL CARSON,Promenades ouvertes,75012,12.0,10409.0
770,SQUARE DES  FEMMES AFGHANES LUTTANT POUR LEUR LIBERTE,Promenades ouvertes,75020,20.0,1930.0
13193,JARDINIERES RAE DE LA RUE SERVAN,Décorations sur la voie publique,75011,11.0,59.0
11669,15-00,Périphérique,75016,16.0,717.0
64,JARDIN DE LA PLACE PIERRE LAFUE,Promenades ouvertes,75006,6.0,380.0
11724,JARDIN DE L'OBSERVATOIRE,Promenades ouvertes,75014,14.0,5500.0
13431,JARDINET DU 6 RUE CONDE,Jardinets décoratifs,75006,6.0,1.0
13434,JARDIN PAULINE GARCIA VIARDOT DE LA BIBLIOTHEQUE,Promenades ouvertes,75009,9.0,
13087,JARDINIERES VGA DE LA RUE DE  CHATEAUDUN,Décorations sur la voie publique,75009,9.0,231.0
13430,JARDINIERES DU MEMORIAL DE LA PLACE SAINT GERVAIS,Décorations sur la voie publique,75007,7.0,700.0
412,SQUARE ALEXANDRE ET RENE PARODI,Promenades ouvertes,75016,16.0,34713.0
667,JARDIN DE LA RUE COMPANS,Promenades ouvertes,75019,19.0,2444.0
407,SQUARE ANNA DE NOAILLES,Promenades ouvertes,75016,16.0,3650.0
12982,JARDINIERES EVQ DE LA RUE DUBRUNFAUT,Décorations sur la voie publique,75012,12.0,
11121,JARDINIERE VERTICALE DU 8 RUE SAINT-BON,Murs végétalisés,75004,4.0,1.0
11707,JARDINIERE VERTICALE DU CIMETIERE DE VALMY,Murs végétalisés,75012,12.0,8.0
11740,JARDINIERE VERTICALE DU 3 RUE ERNEST ROCHE,Murs végétalisés,75017,17.0,1.0
11618,02-04,Périphérique,75013,13.0,500.0
11400,JARDINIERE VERTICALE DU 5 RUE BERGERE,Murs végétalisés,75009,9.0,0.0
10132,BOIS DE VINCENNES,Bois,75012,12.0,9284926.0
11449,ESPACE VERT DU CENTRE SPORTIF GOUTTE D'OR,Etablissements sportifs,75018,18.0,123.0
10826,DECORATION DE LA PLACE ROCHAMBEAU,Décorations sur la voie publique,75016,16.0,152.0
11826,JARDINIERE VERTICALE DU 1 RUE JULES VERNE,Murs végétalisés,75011,11.0,3.0
12121,JARDINIERE VERTICALE DU SQUARE DE LA RUE CHARLES HERMITE 1,Murs végétalisés,75018,18.0,100.0
469,SQUARE DE LA VILLA SAINTE-CROIX,Promenades ouvertes,75017,17.0,3390.0
11127,JARDINIERE VERTICALE DU 137 QUAI DE JEMMAPES,Murs végétalisés,75010,10.0,15.0
93,JARDINET DE LA PLACE DE FONTENOY,Jardinets décoratifs,75007,7.0,2700.0
10712,JARDINIERES DE LA RUE ALBERT BAYET,Décorations sur la voie publique,75013,13.0,33.0
10692,PLATE-BANDE MARCHE BASTILLE,Décorations sur la voie publique,75011,11.0,709.0
463,SQUARE DU CARDINAL PETIT DE JULLEVILLE,Promenades ouvertes,75017,17.0,3320.0
758,SQUARE RUES BELLEVILLE - TELEGRAPHE,Promenades ouvertes,75020,20.0,1816.0
10248,DECORATION DE LA RUE LAGRANGE,Décorations sur la voie publique,75005,5.0,87.0
11836,JARDIN PARTAGE DU SQUARE JULES VERNE,"Ephémères, partagés, pédagogiques",75011,11.0,350.0
11231,JARDIN FRANCOISE HELENE JOURDA,Promenades ouvertes,75018,18.0,1010.0
18,SQUARE JEAN XXIII,Promenades ouvertes,75004,4.0,10797.0
221,SQUARE FLORENCE BLUMENTHAL,Promenades ouvertes,75013,13.0,1925.0
109,SQUARE MONTHOLON,Promenades ouvertes,75009,9.0,4350.0
120,SQUARE SAINT-LAURENT,Promenades ouvertes,75010,10.0,1456.0
11246,JARDIN DU MONUMENT AUX MERES FRANCAISES,Promenades ouvertes,75013,13.0,2790.0
300,SQUARE DU CARDINAL WYSZINSKI,Promenades ouvertes,75014,14.0,8236.0
48,SQUARE FRANCOIS-AUGUSTE MARIETTE,Jardinets décoratifs,75005,5.0,450.0
226,SQUARE RENE LE GALL,Promenades ouvertes,75013,13.0,33450.0
10408,JARDINIERE DE LA RUE JULIA BARTET,Décorations sur la voie publique,75014,14.0,635.0
11302,JARDINET DE LA RUE SAINTE-HELENE,Jardinets décoratifs,75013,13.0,377.0
794,CIMETIERE DE L'EST PARISIEN DIT DU PERE LACHAISE,Cimetières,75020,20.0,432000.0
10043,JARDIN DU PRE CATELAN,Promenades ouvertes,75016,16.0,80240.0
11319,ILE DE BERCY,Promenades ouvertes,75012,12.0,24572.0
82,JARDIN CATHERINE LABOURE,Promenades ouvertes,75007,7.0,7404.0
10028,PROMENADE PEREIRE - LEBON / GUERSANT,Promenades ouvertes,75017,17.0,2210.0
11399,JARDINIERE VERTICALE DU 11 RUE JEAN DE BEAUVAIS,Murs végétalisés,75005,5.0,4.0
526,SQUARE PAUL ROBIN,Promenades ouvertes,75018,18.0,1980.0
11479,JARDINIERES T3 CHAUMONT - PANTIN,Décorations sur la voie publique,75019,19.0,500.0
12985,DECORATION EVQ DE LA RUE MOUTON DUVERNET,Décorations sur la voie publique,75014,14.0,520.0
679,TALUS RUES LARDENNOIS - CHAUFOURNIERS,Jardinets décoratifs,75019,19.0,2390.0
833,PLATE-BANDE DU TPC DU QUAI BRANLY,Décorations sur la voie publique,75007,7.0,651.0
10897,JARDINIERES ANGLE DES RUES DE ROMAINVILLE - DE BELLEVILLE,Décorations sur la voie publique,75019,19.0,34.0
196,CIMETIERE DE BERCY,Cimetières,75012,12.0,6100.0
11320,ILE DE REUILLY,Promenades ouvertes,75012,12.0,25293.0
10882,DECORATION DE LA RUE DE LA BONNE,Décorations sur la voie publique,75018,18.0,92.0
11183,JARDINIERE VERTICALE DU 22 AVENUE DE CLICHY,Murs végétalisés,75018,18.0,18.0
11185,JARDINIERE VERTICALE DU 43 RUE POLONCEAU,Murs végétalisés,75018,18.0,3.0
11463,JARDINIERE VERTICALE DU 49 RUE LEON,Murs végétalisés,75018,18.0,13.0
11478,JARDINIERES T3 RUE DE LA CLOTURE - BD MACDONALD,Décorations sur la voie publique,75019,19.0,3300.0
11564,JARDINIERE DU 14 RUE TOLAIN,Décorations sur la voie publique,75020,20.0,17.0
11572,34-03,Périphérique,75012,12.0,3023.0
11595,17-04,Périphérique,75017,17.0,2404.0
11837,JARDIN PARTAGE DES HABITANTS DU 179 RUE DE CHARONNE,"Ephémères, partagés, pédagogiques",75011,11.0,1200.0
11857,JARDIN PARTAGE DU JARDIN PAUL DIDIER,"Ephémères, partagés, pédagogiques",75017,17.0,92.0
11874,JARDIN PARTAGE DU 2BIS CITE LEROY,"Ephémères, partagés, pédagogiques",75020,20.0,520.0
11896,JARDINIERE VERTICALE DU 19 RUE ROBERT HOUDIN,Murs végétalisés,75011,11.0,3.0
11899,JARDINIERE VERTICALE DU 102 RUE DE JAVEL,Murs végétalisés,75015,15.0,1.0
11919,JARDIN PARTAGE DU JARDIN LEON ZYGUEL,"Ephémères, partagés, pédagogiques",75020,20.0,100.0
11924,JARDIN PARTAGE DU JARDIN DEBERGUE-RENDEZ-VOUS,"Ephémères, partagés, pédagogiques",75012,12.0,220.0
11926,JARDIN PARTAGE DU SQUARE CLOS FEUQUIERES - DESNOUETTES,"Ephémères, partagés, pédagogiques",75015,15.0,400.0
11938,JARDINIERE DE LA RUE AUGUSTIN THIERRY,Décorations sur la voie publique,75019,19.0,45.0
11953,DECORATION ANGLE LOSSERAND VERCINGETORIX,Décorations sur la voie publique,75014,14.0,180.0
11989,JARDINIERE VERTICALE DU 7 RUE PAUL LELONG,Murs végétalisés,75002,2.0,
12002,JARDINIERE DE L’ARBRE DU SOUVENIR,Décorations sur la voie publique,75011,11.0,40.0
11992,JARDINIERES DELA RUE DES CORDELIERES,Décorations sur la voie publique,75013,13.0,65.0
12061,JARDINIERE VERTICALE DU SQUARE SAINT ELOI,Murs végétalisés,75012,12.0,12.0
12099,JARDINIERE VERTICALE DU PARC ANDRE CITROEN JARDIN EUGENIE DJENDI,Murs végétalisés,75015,15.0,125.0
12131,JARDINIERE VERTICALE DU SQUARE EUGENIE COTTON 2,Murs végétalisés,75019,19.0,50.0
12897,JARDINIERES DU BOULEVARD DE BERCY,Décorations sur la voie publique,75012,12.0,
12944,JARDINIERES RAE DE LA RUE DE LA BIENFAISANCE,Décorations sur la voie publique,75008,8.0,282.0
13116,JARDINIERES DE LA RUE DU PONT NEUF (SAMARITAINE),Décorations sur la voie publique,75001,1.0,95.0
13105,JARDINIERES EVQ DE LA RUE JEAN CALVIN,Décorations sur la voie publique,75005,5.0,94.0
11353,JARDINIERE ANGLE QUAI DE BERCY RUE DES TERROIRS DE FRANCE,Décorations sur la voie publique,75012,12.0,260.0
10206,JARDINIERE DE LA RUE DES VERTUS,Décorations sur la voie publique,75003,3.0,8.0
11432,JARDIN PARTAGE DU SQUARE  PIERRE-ADRIEN DALPAYRAT,"Ephémères, partagés, pédagogiques",75015,15.0,142.0
11215,JARDIN JANE VIALLE,Promenades ouvertes,75018,18.0,6894.0
12910,JARDINIERES DE LA RUE DU BUIS,Décorations sur la voie publique,75016,16.0,60.0
13038,JARDINIERES EVQ DE LA RUE MAYRAN,Décorations sur la voie publique,75009,9.0,
176,JARDIN DU PORT DE L'ARSENAL,Promenades ouvertes,75012,12.0,10400.0
11786,JARDIN ELISABETH BOSELLI,Promenades ouvertes,75015,15.0,7125.0
11968,JARDIN DES ENFANTS DU VELODROME D'HIVER,Promenades ouvertes,75015,15.0,500.0
355,PARC GEORGES BRASSENS,Promenades ouvertes,75015,15.0,87293.0
405,SQUARE CLAUDE DEBUSSY,Promenades ouvertes,75016,16.0,3506.0
13155,JARDINIERES EVQ DE LA RUE MORET,Décorations sur la voie publique,75011,11.0,232.0
740,JARDIN DE LA RUE DES COURONNES,Promenades ouvertes,75020,20.0,2870.0
106,JARDINET DU CHEVET SAINT PHILIPPE DU ROULE,Jardinets décoratifs,75008,8.0,423.0
216,35-16,Périphérique,75012,12.0,162.0
13111,JARDINIERES EVQ DE LA RUE DU PERE TEILHARD DE CHARDIN,Décorations sur la voie publique,75005,5.0,12.0
403,JARDINS DE LA PORTE DE SAINT CLOUD,Promenades ouvertes,75016,16.0,17200.0
11363,JARDINIERE ANGLE RUE BIOT RUE DES DAMES,Décorations sur la voie publique,75017,17.0,92.0
10383,JARDINIERE DE LA RUE DUMERIL,Décorations sur la voie publique,75013,13.0,50.0
11903,JARDINIERE VERTICALE DU 2 PASSAGE LEGENDRE,Murs végétalisés,75017,17.0,10.0
13128,JARDINIERES EVQ DE LA RUE PLANCHAT,Décorations sur la voie publique,75020,20.0,
11511,JARDIN PARTAGE DE LA RUE DU MAROC,"Ephémères, partagés, pédagogiques",75019,19.0,250.0
10199,JARDINIERES DE LA RUE DUPETIT-THOUARS,Décorations sur la voie publique,75003,3.0,136.0
356,PARC OMNISPORT SUZANNE LENGLEN,Promenades ouvertes,75015,15.0,73240.0
10730,JARDINIERE DE LA RUE LOBAU,Décorations sur la voie publique,75004,4.0,20.0
11991,JARDINIERES DE LA RUE DE L'INTERNE LOEB,Décorations sur la voie publique,75013,13.0,16.0
13012,JARDINIERES DE LA RUE DES BOULETS,Décorations sur la voie publique,75011,11.0,15.0
352,SQUARE ALLERAY - SAINT-AMAND,Promenades ouvertes,75015,15.0,3483.0
13405,JARDINIERES EVQ DE LA PLACE DU 8 NOVEMBRE 1942,Décorations sur la voie publique,75010,10.0,
410,SQUARE LEON TOLSTOI,Promenades ouvertes,75016,16.0,2470.0
10238,JARDINIERE DE LA PLACE MAURICE AUDOUIN,Décorations sur la voie publique,75005,5.0,60.0
417,JARDIN DU GENERAL ANSELIN,Promenades ouvertes,75016,16.0,3930.0
13026,JARDINIERES EVQ 2  DE LA PLACE MAREK-EDELMAN,Décorations sur la voie publique,75011,11.0,130.0
13349,JARDINIERES RAE DE LA RUE DURANTI,Décorations sur la voie publique,75011,11.0,508.0
87,SQUARE DE L'ABBE ESQUERRE,Promenades ouvertes,75007,7.0,1486.0
831,JARDINET DE LA PLACE SALVADOR ALLENDE,Jardinets décoratifs,75007,7.0,530.0
634,23-02,Périphérique,75018,18.0,394.0
11527,JARDIN PARTAGE DE LA RUE JULES ROMAINS,"Ephémères, partagés, pédagogiques",75019,19.0,45.0
12950,JARDINIERES DU BOULEVARD BOURDON,Décorations sur la voie publique,75004,4.0,1310.0
13475,JARDINIERES TRAMWAY T3 DU BOULEVARD GOUVION SAINT CYR,Décorations sur la voie publique,75017,17.0,252.0
13486,JARDINIERES EVQ DE LA RUE ORTEAUX ENTRE RUE DE BAGNOLET ET RUE DES VIGNOLLES,Décorations sur la voie publique,75020,20.0,194.0
13485,JARDINIERES DE LA PLACE DU COLONEL FABIEN,Décorations sur la voie publique,75019,19.0,
13482,JARDINIERES RAE DE LA RUE DU MAROC,Décorations sur la voie publique,75019,19.0,
11340,JARDINIERE DE LA RUE AMBROISE THOMAS,Décorations sur la voie publique,75009,9.0,30.0
11360,JARDINIERE VERTICALE DU 11 PASSAGE THIERE,Murs végétalisés,75011,11.0,7.0
675,JARDINET DU REGARD DES MAUXINS,Jardinets décoratifs,75019,19.0,375.0
473,JARDIN CLAIRE MOTTE,Promenades ouvertes,75017,17.0,6346.0
376,SQUARE MARIN LA MESLEE,Jardinets décoratifs,75015,15.0,385.0
50,JARDINET DE LA MAIRIE DU VEME,Jardinets décoratifs,75005,5.0,120.0
10715,DECORATION DE LA RUE DES HAIES,Décorations sur la voie publique,75020,20.0,60.0
127,JARDINET SAINT VINCENT DE PAUL,Jardinets décoratifs,75010,10.0,570.0
10308,DECORATION DU PASSAGE BULLOURDE,Décorations sur la voie publique,75011,11.0,89.0
10876,JARDINET DE LA PORTE MAILLOT NUMERO 50B,Jardinets décoratifs,75017,17.0,350.0
529,SQUARE NADAR,Promenades ouvertes,75018,18.0,1100.0
533,SQUARE JOEL LE TAC,Promenades ouvertes,75018,18.0,866.0
10356,JARDINIERE DE LA PLACE NATIONALE,Décorations sur la voie publique,75013,13.0,200.0
520,20-00,Périphérique,75017,17.0,1314.0
669,SQUARE DU QUAI DE LA LOIRE,Promenades ouvertes,75019,19.0,900.0
10398,JARDINIERE DE LA RUE WATTEAU,Décorations sur la voie publique,75013,13.0,200.0
10789,JARDIN DE LA PLACE SOUHAM,Promenades ouvertes,75013,13.0,3600.0
11575,34-02,Périphérique,75012,12.0,3341.0
11628,07-03,Périphérique,75015,15.0,500.0
11630,07-05,Périphérique,75015,15.0,106.0
11640,09-17,Périphérique,75015,15.0,240.0
393,09-19,Périphérique,75015,15.0,1095.0
848,SQUARE JULIETTE DODU,Promenades ouvertes,75010,10.0,2000.0
299,SQUARE DU PERE PLUMIER,Promenades ouvertes,75014,14.0,5997.0
246,JARDIN JUAN MIRO,Promenades ouvertes,75013,13.0,7460.0
241,JARDIN D'IMMEUBLES CHOISY - CAILLAUX,Promenades ouvertes,75013,13.0,1370.0
243,JARDIN DE LA MONTGOLFIERE,Promenades ouvertes,75013,13.0,1550.0
11155,JARDINIERE VERTICALE DU 35 RUE DUNOIS,Murs végétalisés,75013,13.0,0.0
10351,DECORATION DE LA PLACE DE RUNGIS,Décorations sur la voie publique,75013,13.0,278.0
10296,JARDINIERE DE LA PLACE DU DELTA,Décorations sur la voie publique,75009,9.0,25.0
10942,JARDINIERE DE LA RUE DE VAUGIRARD,Décorations sur la voie publique,75015,15.0,37.0
10911,DECORATION ANGLE DES RUES DE MENILMONTANT - HENRI CHEVREAU,Décorations sur la voie publique,75020,20.0,20.0
10411,JARDINET DE LA PLACE DE CATALOGNE,Décorations sur la voie publique,75014,14.0,544.0
11331,"HIPPODROME D'AUTEUIL, PELOUSE A",Promenades ouvertes,75016,16.0,62714.0
10738,PLATE-BANDE MARCHE POPINCOURT,Décorations sur la voie publique,75011,11.0,470.0
818,JARDINET PLACE DU LT HENRI KARCHER,Jardinets décoratifs,75001,1.0,240.0
10404,PLATE-BANDE DE L'AVENUE REILLE,Décorations sur la voie publique,75014,14.0,225.0
11517,JARDIN PARTAGE ESPACE COULEURS ET SENTEURS,"Ephémères, partagés, pédagogiques",75019,19.0,530.0
11559,30-07,Périphérique,75020,20.0,560.0
11956,JARDINIERES DU BOULEVARD VOLTAIRE,Décorations sur la voie publique,75011,11.0,300.0
10259,DECORATION DE LA RUE DE PONTOISE,Décorations sur la voie publique,75005,5.0,11.0
10343,DECORATION DE LA RUE RICAUT,Décorations sur la voie publique,75013,13.0,40.0
10924,DECORATION DE LA RUE LISFRANC,Décorations sur la voie publique,75020,20.0,32.0
10825,JARDINIERES DE LA PLACE DU PERE MARCELLIN CHAMPAGNAT,Décorations sur la voie publique,75016,16.0,38.0
10306,DECORATION DU BOULEVARD VOLTAIRE,Décorations sur la voie publique,75011,11.0,360.0
340,SQUARE SAINT-LAMBERT,Promenades ouvertes,75015,15.0,20745.0
11480,JARDINIERE RUE RENE FONCK (HOTEL B&B),Décorations sur la voie publique,75019,19.0,159.0
11359,JARDINIERE VERTICALE DU 2 RUE DE MOUSSY,Murs végétalisés,75004,4.0,1.0
11828,33-02,Périphérique,75012,12.0,3429.0
636,23-04,Périphérique,75018,18.0,2920.0
11605,17-99-07,Périphérique,75017,17.0,110.0
11668,14-01,Périphérique,75016,16.0,520.0
11732,JARDINIERE VERTICALE DU 48 AVENUE RENE COTY,Murs végétalisés,75014,14.0,33.0
