annee,arrondissement,code_postal,ville,nb_plai,nb_plus,nb_pls
2017,14,75014,Paris,7,11,6
2017,8,75008,Paris,1,1,0
2017,17,75017,Paris,8,8,0
2017,13,75013,Paris,32,42,32
2017,16,75016,Paris,27,28,0
2017,15,75015,Paris,0,0,23
2017,11,75011,Paris,0,8,0
2017,14,75014,Paris,0,100,0
2017,10,75010,Paris,30,0,0
2017,6,75006,Paris,0,2,0
2017,20,75020,Paris,3,2,0
2018,18,75018,Paris,268,0,0
2018,18,75018,Paris,0,1,0
2018,2,75002,Paris,1,0,0
2018,2,75002,Paris,1,0,0
2018,11,75011,Paris,13,18,14
2018,11,75011,Paris,2,0,0
2018,15,75015,Paris,0,1,0
2018,18,75018,Paris,8,10,8
2018,16,75016,Paris,29,29,0
2018,19,75019,Paris,0,0,16
2018,8,75008,Paris,4,0,0
2019,9,75009,Paris,26,18,0
2019,17,75017,Paris,1,0,0
2019,17,75017,Paris,83,0,0
2019,7,75007,Paris,0,0,115
2019,14,75014,Paris,2,2,3
2019,15,75015,Paris,58,47,12
2020,15,75015,Paris,0,0,7
2020,17,75017,Paris,1,0,0
2020,20,75020,Paris,6,9,6
2021,11,75011,Paris,6,10,10
2021,13,75013,Paris,0,0,2
2021,19,75019,Paris,0,0,20
2021,12,75012,Paris,8,12,8
2021,20,75020,Paris,30,40,29
2021,17,75017,Paris,22,15,0
2021,14,75014,Paris,17,22,17
2021,20,75020,Paris,0,0,85
2021,11,75011,Paris,11,7,0
2022,4,75004,Paris,50,0,0
2022,11,75011,Paris,1,1,0
2022,17,75017,Paris,1,0,0
2022,19,75019,Paris,0,0,44
2022,17,75017,Paris,1,0,0
2022,18,75018,Paris,20,28,21
2022,15,75015,Paris,5,6,5
2022,20,75020,Paris,1,0,0
2022,20,75020,Paris,0,0,73
2023,14,75014,Paris,0,0,31
2023,18,75018,Paris,1,1,0
2023,15,75015,Paris,10,7,0
2023,17,75017,Paris,1,0,0
2023,8,75008,Paris,7,9,7
2023,20,75020,Paris,0,0,1
2023,14,75014,Paris,12,15,11
2023,15,75015,Paris,1,1,1
2023,15,75015,Paris,10,10,9
2023,12,75012,Paris,16,16,15
2024,20,75020,Paris,1,2,1
2024,7,75007,Paris,7,4,0
2024,17,75017,Paris,20,12,7
2001,3,75003,Paris,27,0,0
2001,15,75015,Paris,4,31,0
2001,3,75003,Paris,11,0,0
2001,12,75012,Paris,0,82,0
2002,19,75019,Paris,0,0,40
2002,3,75003,Paris,0,27,0
2003,20,75020,Paris,0,0,50
2003,5,75005,Paris,0,5,0
2003,8,75008,Paris,6,16,0
2003,18,75018,Paris,0,0,19
2003,1,75001,Paris,5,12,0
2003,5,75005,Paris,0,19,0
2003,18,75018,Paris,12,0,0
2004,6,75006,Paris,0,63,0
2004,10,75010,Paris,0,32,35
2004,19,75019,Paris,0,8,0
2004,10,75010,Paris,2,0,0
2004,13,75013,Paris,0,15,0
2004,15,75015,Paris,2,2,0
2004,12,75012,Paris,16,0,0
2005,12,75012,Paris,4,6,0
2005,4,75004,Paris,1,0,0
2005,20,75020,Paris,0,0,10
2005,12,75012,Paris,0,42,0
2005,1,75001,Paris,0,2,0
2005,13,75013,Paris,0,0,11
2005,13,75013,Paris,0,0,64
2005,20,75020,Paris,0,20,0
2005,14,75014,Paris,20,0,0
2005,18,75018,Paris,6,7,0
2005,15,75015,Paris,156,0,0
2006,13,75013,Paris,0,2,2
2006,20,75020,Paris,0,9,0
2006,14,75014,Paris,3,0,0
2006,19,75019,Paris,0,0,44
2007,15,75015,Paris,0,0,13
2007,17,75017,Paris,31,0,0
2007,20,75020,Paris,1,0,0
2007,18,75018,Paris,0,5,0
2007,18,75018,Paris,1,0,0
2007,18,75018,Paris,1,0,0
2007,15,75015,Paris,6,0,0
2007,15,75015,Paris,2,0,0
2007,18,75018,Paris,0,11,0
2007,13,75013,Paris,0,1,0
2008,18,75018,Paris,0,0,9
2008,2,75002,Paris,6,14,0
2008,20,75020,Paris,2,13,0
2008,19,75019,Paris,0,3,3
2008,1,75001,Paris,0,16,0
2008,1,75001,Paris,0,5,0
2008,3,75003,Paris,0,43,0
2008,10,75010,Paris,0,6,0
2008,15,75015,Paris,0,2,0
2008,18,75018,Paris,3,0,0
2008,15,75015,Paris,127,84,0
2008,11,75011,Paris,6,9,5
2008,20,75020,Paris,0,5,0
2008,20,75020,Paris,3,4,0
2008,20,75020,Paris,4,8,3
2008,18,75018,Paris,0,0,0
2009,17,75017,Paris,0,11,7
2009,13,75013,Paris,4,15,12
2009,20,75020,Paris,0,8,3
2009,8,75008,Paris,2,9,0
2009,3,75003,Paris,1,7,5
2009,3,75003,Paris,0,3,0
2009,11,75011,Paris,1,45,20
2009,19,75019,Paris,0,0,95
2009,13,75013,Paris,0,5,0
2009,18,75018,Paris,10,0,0
2009,13,75013,Paris,0,3,0
2009,20,75020,Paris,0,4,0
2009,5,75005,Paris,3,6,3
2009,10,75010,Paris,2,10,0
2009,15,75015,Paris,0,0,29
2009,13,75013,Paris,0,1,0
2009,18,75018,Paris,0,4,0
2010,15,75015,Paris,0,2,0
2010,1,75001,Paris,2,2,0
2010,16,75016,Paris,2,2,0
2010,12,75012,Paris,0,1,0
2010,20,75020,Paris,62,41,0
2010,15,75015,Paris,0,6,0
2010,14,75014,Paris,0,0,10
2010,10,75010,Paris,0,1,0
2010,3,75003,Paris,10,0,0
2010,10,75010,Paris,54,0,0
2010,9,75009,Paris,30,0,0
2010,11,75011,Paris,3,10,0
2010,19,75019,Paris,0,11,1
2010,18,75018,Paris,0,1,0
2010,15,75015,Paris,0,5,0
2011,3,75003,Paris,0,4,0
2011,12,75012,Paris,0,2,0
2011,17,75017,Paris,0,1,0
2011,13,75013,Paris,0,1,0
2011,7,75007,Paris,4,13,3
2011,12,75012,Paris,0,45,45
2011,14,75014,Paris,3,7,3
2011,15,75015,Paris,0,101,0
2011,4,75004,Paris,0,37,0
2011,4,75004,Paris,0,24,0
2011,5,75005,Paris,0,37,0
2011,3,75003,Paris,2,5,0
2011,14,75014,Paris,0,97,0
2011,15,75015,Paris,11,29,17
2011,20,75020,Paris,0,41,0
2011,16,75016,Paris,0,0,140
2011,11,75011,Paris,0,3,0
2012,18,75018,Paris,0,0,9
2012,12,75012,Paris,0,3,0
2012,1,75001,Paris,3,8,0
2012,17,75017,Paris,0,3,0
2012,19,75019,Paris,0,2,0
2012,13,75013,Paris,24,0,0
2012,19,75019,Paris,0,6,0
2012,20,75020,Paris,0,0,76
2012,11,75011,Paris,0,52,0
2013,19,75019,Paris,0,0,15
2013,10,75010,Paris,7,17,5
2013,12,75012,Paris,34,0,0
2013,15,75015,Paris,0,101,0
2013,17,75017,Paris,0,1,0
2013,13,75013,Paris,0,92,0
2013,19,75019,Paris,0,0,54
2014,6,75006,Paris,0,7,0
2014,5,75005,Paris,0,1,0
2014,3,75003,Paris,1,17,0
2014,16,75016,Paris,61,154,92
2015,10,75010,Paris,5,3,0
2015,10,75010,Paris,25,18,0
2015,13,75013,Paris,30,40,30
2015,15,75015,Paris,14,8,6
2015,20,75020,Paris,1,0,0
2015,3,75003,Paris,20,15,4
2015,15,75015,Paris,0,0,32
2015,14,75014,Paris,0,0,17
2016,8,75008,Paris,11,11,0
2016,14,75014,Paris,0,0,58
2016,14,75014,Paris,0,0,42
2017,18,75018,Paris,2,0,0
2017,18,75018,Paris,16,0,0
2017,1,75001,Paris,1,1,0
2017,16,75016,Paris,25,0,0
2017,10,75010,Paris,35,21,11
2017,15,75015,Paris,8,6,3
2017,17,75017,Paris,16,15,0
2017,19,75019,Paris,0,164,0
2017,12,75012,Paris,6,0,0
2017,9,75009,Paris,8,6,6
2017,6,75006,Paris,1,0,0
2017,12,75012,Paris,3,6,3
2018,17,75017,Paris,1,0,0
2018,9,75009,Paris,1,2,0
2018,12,75012,Paris,2,0,0
2018,18,75018,Paris,1,0,0
2018,4,75004,Paris,5,4,0
2018,13,75013,Paris,0,0,15
2018,15,75015,Paris,1,0,0
2019,13,75013,Paris,0,0,1
2019,18,75018,Paris,6,7,5
2019,15,75015,Paris,9,6,4
2019,13,75013,Paris,0,75,0
2019,10,75010,Paris,1,1,0
2019,15,75015,Paris,0,0,23
2019,11,75011,Paris,6,8,5
2019,14,75014,Paris,90,68,0
2019,17,75017,Paris,1,0,0
2019,16,75016,Paris,190,126,0
2019,8,75008,Paris,0,1,0
2019,18,75018,Paris,4,5,4
2019,17,75017,Paris,7,9,7
2019,20,75020,Paris,0,0,69
2020,20,75020,Paris,0,0,16
2020,18,75018,Paris,10,14,10
2020,14,75014,Paris,6,4,0
2021,13,75013,Paris,0,0,5
2021,18,75018,Paris,0,1,0
2021,18,75018,Paris,2,0,0
2021,20,75020,Paris,11,0,10
2021,18,75018,Paris,0,0,17
2021,13,75013,Paris,1,0,0
2021,15,75015,Paris,23,16,0
2021,20,75020,Paris,9,12,9
2022,1,75001,Paris,1,0,0
2022,15,75015,Paris,6,4,0
2022,19,75019,Paris,0,0,6
2022,18,75018,Paris,5,7,5
2022,11,75011,Paris,6,4,2
2022,11,75011,Paris,5,6,5
2022,18,75018,Paris,6,10,6
2022,5,75005,Paris,23,0,0
2022,11,75011,Paris,34,23,0
2023,12,75012,Paris,1,0,0
2023,15,75015,Paris,5,8,13
2023,11,75011,Paris,7,9,7
2023,18,75018,Paris,0,242,0
2023,16,75016,Paris,5,3,2
2023,9,75009,Paris,1,0,0
2023,19,75019,Paris,0,3,3
2023,15,75015,Paris,6,6,4
2024,13,75013,Paris,0,1,0
2024,4,75004,Paris,1,0,0
2024,12,75012,Paris,249,0,0
2024,20,75020,Paris,0,73,0
2024,4,75004,Paris,8,5,0
2024,18,75018,Paris,2,2,1
2024,6,75006,Paris,0,41,14
2001,19,75019,Paris,17,0,0
2001,18,75018,Paris,0,0,21
2001,13,75013,Paris,0,0,20
2002,18,75018,Paris,0,14,0
2002,7,75007,Paris,1,0,0
2002,19,75019,Paris,0,0,16
2002,18,75018,Paris,15,29,0
2003,19,75019,Paris,0,0,16
2003,15,75015,Paris,53,107,18
2003,18,75018,Paris,0,67,0
2003,9,75009,Paris,0,13,0
2003,18,75018,Paris,0,14,0
2003,14,75014,Paris,0,50,50
2003,18,75018,Paris,10,0,0
2004,15,75015,Paris,4,7,0
2004,4,75004,Paris,0,16,0
2004,18,75018,Paris,2,22,0
2004,16,75016,Paris,0,22,0
2004,12,75012,Paris,6,11,0
2005,15,75015,Paris,3,0,0
2005,18,75018,Paris,0,3,0
2005,13,75013,Paris,9,0,0
2005,15,75015,Paris,4,7,0
2005,20,75020,Paris,0,0,17
2006,11,75011,Paris,0,0,6
2006,13,75013,Paris,0,0,102
2006,10,75010,Paris,0,0,6
2006,13,75013,Paris,52,0,0
2006,18,75018,Paris,0,8,0
2006,13,75013,Paris,2,0,0
2006,19,75019,Paris,0,1,0
2006,9,75009,Paris,3,12,0
2006,14,75014,Paris,10,37,0
2006,17,75017,Paris,6,28,0
2006,10,75010,Paris,4,7,0
2007,18,75018,Paris,0,0,3
2007,10,75010,Paris,10,14,0
2007,18,75018,Paris,10,20,0
2007,17,75017,Paris,0,0,0
2007,15,75015,Paris,54,0,0
2007,20,75020,Paris,0,3,0
2007,19,75019,Paris,0,9,0
2007,9,75009,Paris,0,0,9
2007,6,75006,Paris,12,11,0
2007,16,75016,Paris,0,1,0
2007,3,75003,Paris,4,12,0
2007,1,75001,Paris,0,15,10
2007,18,75018,Paris,0,0,0
2007,3,75003,Paris,0,4,0
2008,12,75012,Paris,3,25,0
2008,5,75005,Paris,3,4,0
2008,20,75020,Paris,0,4,0
2008,13,75013,Paris,0,77,0
2008,20,75020,Paris,2,6,0
2008,13,75013,Paris,0,0,27
2008,15,75015,Paris,12,31,11
2008,2,75002,Paris,0,10,0
2008,18,75018,Paris,0,0,22
2008,10,75010,Paris,0,3,3
2008,11,75011,Paris,4,24,12
2008,13,75013,Paris,0,37,0
2008,1,75001,Paris,0,5,0
2008,1,75001,Paris,0,5,0
2008,3,75003,Paris,0,4,0
2008,3,75003,Paris,0,12,0
2008,17,75017,Paris,24,36,14
2008,10,75010,Paris,35,0,0
2008,10,75010,Paris,103,68,0
2008,18,75018,Paris,5,0,3
2009,13,75013,Paris,0,52,0
2009,17,75017,Paris,12,38,12
2009,4,75004,Paris,5,0,4
2009,17,75017,Paris,0,1,0
2009,3,75003,Paris,2,7,2
2009,19,75019,Paris,0,0,13
2009,14,75014,Paris,0,67,0
2009,20,75020,Paris,3,12,6
2009,16,75016,Paris,0,1,0
2010,14,75014,Paris,0,0,4
2010,10,75010,Paris,0,8,0
2010,18,75018,Paris,0,0,45
2010,13,75013,Paris,0,1,0
2010,11,75011,Paris,2,0,0
2010,19,75019,Paris,8,31,39
2010,19,75019,Paris,0,7,0
2010,18,75018,Paris,4,8,0
2010,19,75019,Paris,0,0,24
2010,6,75006,Paris,0,0,70
2011,15,75015,Paris,0,1,0
2011,16,75016,Paris,0,2,0
2011,13,75013,Paris,8,29,36
2011,18,75018,Paris,1,6,1
2011,19,75019,Paris,93,0,0
2011,13,75013,Paris,0,7,8
2011,20,75020,Paris,4,16,5
2011,20,75020,Paris,0,1,0
2012,9,75009,Paris,0,7,8
2012,20,75020,Paris,2,5,7
2012,15,75015,Paris,0,0,81
2012,13,75013,Paris,0,1,0
2012,17,75017,Paris,0,1,0
2012,9,75009,Paris,1,4,1
2012,1,75001,Paris,0,1,0
2012,12,75012,Paris,3,5,0
2012,20,75020,Paris,3,5,13
2012,11,75011,Paris,1,0,0
2012,15,75015,Paris,0,1,0
2013,13,75013,Paris,153,0,0
2013,17,75017,Paris,0,0,25
2013,13,75013,Paris,2,5,7
2013,17,75017,Paris,0,2,0
2013,19,75019,Paris,0,132,0
2013,1,75001,Paris,0,1,0
2013,8,75008,Paris,0,1,0
2013,14,75014,Paris,0,24,12
2013,16,75016,Paris,4,18,11
2013,3,75003,Paris,0,2,0
2013,5,75005,Paris,0,10,0
2013,18,75018,Paris,0,10,5
2014,2,75002,Paris,7,7,0
2014,9,75009,Paris,10,19,5
2014,18,75018,Paris,39,0,0
2014,12,75012,Paris,8,20,23
2014,19,75019,Paris,110,0,0
2014,15,75015,Paris,0,1,0
2014,18,75018,Paris,0,14,0
2014,17,75017,Paris,0,0,6
2014,3,75003,Paris,3,51,0
2014,10,75010,Paris,5,8,0
2014,12,75012,Paris,3,6,4
2014,20,75020,Paris,4,0,0
2014,18,75018,Paris,4,0,0
2014,10,75010,Paris,5,4,0
2014,20,75020,Paris,0,1,0
2014,15,75015,Paris,0,0,1
2015,10,75010,Paris,0,1,0
2015,12,75012,Paris,1,0,0
2015,11,75011,Paris,24,0,0
2015,13,75013,Paris,0,0,74
2015,11,75011,Paris,15,14,0
2015,12,75012,Paris,44,27,20
2015,17,75017,Paris,159,211,159
2015,13,75013,Paris,0,0,15
2015,14,75014,Paris,7,6,0
2016,11,75011,Paris,2,0,0
2016,11,75011,Paris,2,4,0
2016,16,75016,Paris,0,0,18
2016,20,75020,Paris,0,0,9
2016,12,75012,Paris,24,14,9
2016,18,75018,Paris,4,6,4
2016,3,75003,Paris,9,7,3
2016,2,75002,Paris,1,1,0
2017,12,75012,Paris,5,3,2
2017,18,75018,Paris,0,0,10
2017,15,75015,Paris,0,0,8
2017,9,75009,Paris,9,6,0
2017,7,75007,Paris,126,100,25
2017,14,75014,Paris,100,0,0
2017,4,75004,Paris,0,1,0
2017,4,75004,Paris,0,1,0
2017,6,75006,Paris,0,1,0
2017,6,75006,Paris,1,1,0
2017,6,75006,Paris,3,5,0
2017,6,75006,Paris,1,2,0
2017,10,75010,Paris,37,55,14
2017,15,75015,Paris,4,4,4
2018,10,75010,Paris,2,0,0
2018,18,75018,Paris,0,1,0
2018,20,75020,Paris,0,0,15
2019,10,75010,Paris,7,5,1
2019,13,75013,Paris,0,0,1
2019,17,75017,Paris,1,0,0
2019,13,75013,Paris,11,14,11
2019,17,75017,Paris,1,0,0
2019,17,75017,Paris,2,2,0
2019,17,75017,Paris,2,0,0
2020,11,75011,Paris,2,2,2
2020,14,75014,Paris,0,0,1
2020,20,75020,Paris,0,0,7
2020,14,75014,Paris,16,9,9
2020,20,75020,Paris,0,0,7
2020,13,75013,Paris,0,1,0
2020,11,75011,Paris,22,0,0
2020,9,75009,Paris,10,6,0
2020,15,75015,Paris,30,41,30
2020,17,75017,Paris,4,2,0
2020,20,75020,Paris,20,0,0
2021,12,75012,Paris,5,3,0
2021,14,75014,Paris,2,0,6
2021,18,75018,Paris,0,74,148
2021,3,75003,Paris,4,4,12
2021,17,75017,Paris,2,4,2
2021,13,75013,Paris,0,0,13
2021,11,75011,Paris,1,0,0
2021,14,75014,Paris,0,95,0
2021,18,75018,Paris,0,19,0
2021,12,75012,Paris,11,14,10
2022,17,75017,Paris,2,2,0
2022,5,75005,Paris,1,0,0
2022,10,75010,Paris,6,5,5
2022,15,75015,Paris,10,7,0
2022,19,75019,Paris,0,0,7
2022,18,75018,Paris,11,14,10
2022,18,75018,Paris,0,23,0
2022,11,75011,Paris,3,0,0
2022,15,75015,Paris,15,20,16
2022,18,75018,Paris,7,4,0
2022,20,75020,Paris,0,0,29
2023,10,75010,Paris,18,13,0
2023,18,75018,Paris,3,2,0
2023,19,75019,Paris,0,0,1
2024,10,75010,Paris,10,7,0
2024,18,75018,Paris,4,5,3
2024,2,75002,Paris,10,8,0
2024,18,75018,Paris,3,2,0
2024,12,75012,Paris,54,44,56
2024,18,75018,Paris,5,0,0
2024,20,75020,Paris,10,6,0
2001,11,75011,Paris,0,15,0
2001,18,75018,Paris,0,7,0
2001,12,75012,Paris,0,45,0
2001,6,75006,Paris,0,6,0
2001,19,75019,Paris,36,0,0
2001,13,75013,Paris,0,163,0
2001,13,75013,Paris,0,0,35
2001,17,75017,Paris,24,0,0
2001,19,75019,Paris,0,8,0
2002,19,75019,Paris,0,0,10
2002,17,75017,Paris,4,0,0
2002,19,75019,Paris,0,12,0
2003,5,75005,Paris,0,11,0
2003,15,75015,Paris,13,39,0
2003,4,75004,Paris,0,12,11
2003,9,75009,Paris,0,25,0
2003,13,75013,Paris,0,0,38
2003,13,75013,Paris,37,0,0
2003,2,75002,Paris,0,15,0
2004,14,75014,Paris,0,0,6
2004,20,75020,Paris,0,4,0
2004,12,75012,Paris,6,26,0
2004,11,75011,Paris,0,3,0
2004,18,75018,Paris,6,50,0
2004,20,75020,Paris,1,10,0
2004,20,75020,Paris,2,0,0
2005,19,75019,Paris,0,0,15
2005,20,75020,Paris,0,0,47
2005,15,75015,Paris,1,0,0
2005,18,75018,Paris,0,0,2
2005,18,75018,Paris,0,21,0
2005,18,75018,Paris,0,8,0
2005,2,75002,Paris,0,8,0
2005,4,75004,Paris,4,7,0
2005,18,75018,Paris,0,2,0
2006,4,75004,Paris,15,0,0
2006,18,75018,Paris,0,12,0
2006,13,75013,Paris,0,0,32
2006,13,75013,Paris,0,0,9
2006,8,75008,Paris,4,8,0
2006,3,75003,Paris,2,4,0
2006,5,75005,Paris,5,24,0
2006,11,75011,Paris,0,3,0
2006,14,75014,Paris,0,0,10
2006,20,75020,Paris,0,5,0
2006,20,75020,Paris,0,15,0
2007,10,75010,Paris,0,28,0
2007,18,75018,Paris,0,0,0
2007,18,75018,Paris,0,0,4
2007,12,75012,Paris,9,19,0
2007,12,75012,Paris,0,0,1
2007,20,75020,Paris,0,11,0
2007,18,75018,Paris,0,7,0
2008,13,75013,Paris,3,0,2
2008,1,75001,Paris,4,4,0
2008,19,75019,Paris,0,0,25
2008,4,75004,Paris,0,20,0
2008,4,75004,Paris,0,9,0
2008,17,75017,Paris,0,3,0
2008,20,75020,Paris,3,4,0
2008,15,75015,Paris,3,0,0
2008,15,75015,Paris,0,5,0
2008,10,75010,Paris,36,36,0
2008,20,75020,Paris,0,7,0
2009,19,75019,Paris,0,1,0
2009,10,75010,Paris,3,15,8
2009,15,75015,Paris,0,39,17
2009,16,75016,Paris,2,20,15
2009,17,75017,Paris,0,2,0
2009,10,75010,Paris,3,10,3
2009,19,75019,Paris,1,5,0
2009,15,75015,Paris,2,3,0
2009,18,75018,Paris,0,1,0
2009,20,75020,Paris,0,1,0
2010,18,75018,Paris,27,0,0
2010,20,75020,Paris,0,0,6
2010,12,75012,Paris,0,2,0
2010,14,75014,Paris,2,6,0
2010,11,75011,Paris,0,9,2
2010,17,75017,Paris,0,5,0
2010,14,75014,Paris,156,0,0
2010,14,75014,Paris,2,9,2
2010,19,75019,Paris,0,7,19
2010,19,75019,Paris,0,0,21
2010,13,75013,Paris,0,1,0
2010,18,75018,Paris,0,3,0
2010,18,75018,Paris,0,1,0
2010,18,75018,Paris,0,10,4
2010,20,75020,Paris,0,1,0
2010,19,75019,Paris,0,0,15
2011,13,75013,Paris,118,0,0
2011,3,75003,Paris,5,11,5
2011,7,75007,Paris,27,0,0
2011,17,75017,Paris,0,2,0
2011,13,75013,Paris,92,0,0
2011,11,75011,Paris,4,15,5
2011,4,75004,Paris,0,14,0
2011,6,75006,Paris,0,19,0
2011,11,75011,Paris,0,8,0
2012,17,75017,Paris,24,0,0
2012,14,75014,Paris,14,194,90
2012,13,75013,Paris,12,31,19
2012,5,75005,Paris,0,79,0
2012,17,75017,Paris,0,1,0
2012,13,75013,Paris,0,18,7
2012,15,75015,Paris,1,0,0
2012,13,75013,Paris,0,0,277
2012,19,75019,Paris,0,0,62
2012,10,75010,Paris,1,0,0
2013,11,75011,Paris,0,2,0
2013,20,75020,Paris,0,1,0
2013,18,75018,Paris,0,0,40
2013,14,75014,Paris,24,0,0
2013,13,75013,Paris,13,38,24
2013,20,75020,Paris,0,0,1
2013,13,75013,Paris,0,0,72
2013,19,75019,Paris,0,0,61
2013,20,75020,Paris,0,0,22
2013,9,75009,Paris,12,18,7
2014,18,75018,Paris,0,111,0
2014,1,75001,Paris,4,7,5
2014,20,75020,Paris,3,0,0
2014,3,75003,Paris,1,11,0
2014,9,75009,Paris,1,16,0
2014,16,75016,Paris,3,5,3
2014,20,75020,Paris,0,0,85
2014,18,75018,Paris,0,0,12
2014,20,75020,Paris,29,0,0
2015,10,75010,Paris,1,0,0
2015,17,75017,Paris,0,1,0
2015,7,75007,Paris,6,8,4
2015,14,75014,Paris,0,2,0
2015,14,75014,Paris,19,24,19
2015,17,75017,Paris,14,8,6
2015,17,75017,Paris,0,7,0
2015,20,75020,Paris,0,0,5
2015,5,75005,Paris,1,0,0
2016,20,75020,Paris,17,0,0
2016,17,75017,Paris,1,4,0
2016,20,75020,Paris,0,94,0
2016,12,75012,Paris,31,31,15
2016,13,75013,Paris,1,0,0
2016,15,75015,Paris,1,0,0
2016,17,75017,Paris,1,0,0
2016,15,75015,Paris,0,0,40
2016,18,75018,Paris,0,0,22
2016,2,75002,Paris,5,4,0
2016,12,75012,Paris,13,8,3
2016,18,75018,Paris,22,31,20
2016,20,75020,Paris,0,0,42
2016,18,75018,Paris,3,3,0
2016,18,75018,Paris,2,3,2
2016,20,75020,Paris,5,6,3
2017,14,75014,Paris,0,0,300
2017,14,75014,Paris,5,0,0
2017,19,75019,Paris,0,0,10
2017,12,75012,Paris,5,5,5
2017,20,75020,Paris,0,0,1
2017,20,75020,Paris,4,3,3
2017,6,75006,Paris,2,2,0
2018,11,75011,Paris,0,7,0
2018,18,75018,Paris,15,16,22
2018,18,75018,Paris,0,0,1
2018,18,75018,Paris,0,0,29
2018,18,75018,Paris,29,0,0
2018,20,75020,Paris,32,0,0
2018,10,75010,Paris,6,6,0
2018,18,75018,Paris,0,24,43
2018,12,75012,Paris,1,1,0
2018,17,75017,Paris,5,2,0
2018,17,75017,Paris,5,2,0
2018,20,75020,Paris,0,0,1
2018,10,75010,Paris,10,21,0
2018,13,75013,Paris,1,0,0
2018,20,75020,Paris,1,0,0
2019,17,75017,Paris,1,0,0
2019,12,75012,Paris,1,0,0
2019,17,75017,Paris,1,1,0
2019,13,75013,Paris,0,3,0
2019,9,75009,Paris,9,0,0
2019,16,75016,Paris,0,1,0
2019,13,75013,Paris,0,0,1
2019,15,75015,Paris,37,25,0
2019,20,75020,Paris,78,105,78
2020,19,75019,Paris,0,0,11
2020,12,75012,Paris,3,1,0
2020,8,75008,Paris,1,0,0
2020,7,75007,Paris,1,1,0
2020,19,75019,Paris,0,0,34
2020,16,75016,Paris,0,1,0
2021,18,75018,Paris,0,4,18
2021,12,75012,Paris,19,13,0
2021,18,75018,Paris,12,8,0
2021,4,75004,Paris,4,2,0
2022,12,75012,Paris,4,4,3
2022,12,75012,Paris,4,5,3
2022,20,75020,Paris,28,0,0
2022,18,75018,Paris,2,3,6
2023,19,75019,Paris,3,0,0
2023,10,75010,Paris,14,0,0
2023,13,75013,Paris,0,0,134
2023,15,75015,Paris,0,5,0
2023,12,75012,Paris,1,0,0
2023,12,75012,Paris,0,1,0
2023,14,75014,Paris,1,0,0
2023,16,75016,Paris,5,3,1
2023,13,75013,Paris,0,1,0
2023,11,75011,Paris,8,11,8
2023,20,75020,Paris,0,0,20
2023,18,75018,Paris,6,8,42
2024,16,75016,Paris,0,0,15
2024,13,75013,Paris,0,1,1
2024,20,75020,Paris,4,4,3
2001,11,75011,Paris,0,18,0
2001,12,75012,Paris,0,7,0
2001,15,75015,Paris,0,74,9
2002,12,75012,Paris,0,0,19
2002,19,75019,Paris,0,11,0
2002,15,75015,Paris,0,71,0
2002,18,75018,Paris,0,42,0
2002,9,75009,Paris,0,11,0
2002,2,75002,Paris,1,0,0
2002,15,75015,Paris,0,55,0
2002,9,75009,Paris,18,0,0
2003,20,75020,Paris,0,30,0
2003,11,75011,Paris,4,35,0
2003,5,75005,Paris,0,23,0
2004,11,75011,Paris,13,0,0
2004,2,75002,Paris,5,17,0
2004,4,75004,Paris,0,8,0
2004,18,75018,Paris,0,3,0
2004,18,75018,Paris,0,0,6
2004,3,75003,Paris,10,0,0
2004,13,75013,Paris,0,0,39
2005,11,75011,Paris,1,0,0
2005,12,75012,Paris,1,0,0
2005,20,75020,Paris,0,0,1
2005,12,75012,Paris,45,0,0
2005,20,75020,Paris,2,6,0
2005,18,75018,Paris,0,3,0
2005,20,75020,Paris,0,29,0
2005,18,75018,Paris,0,6,0
2005,11,75011,Paris,0,5,0
2005,10,75010,Paris,9,0,0
2005,18,75018,Paris,0,9,0
2005,10,75010,Paris,11,0,0
2006,12,75012,Paris,210,0,0
2006,18,75018,Paris,2,8,0
2006,20,75020,Paris,7,0,0
2006,20,75020,Paris,0,15,0
2006,18,75018,Paris,15,0,31
2006,10,75010,Paris,4,11,0
2006,9,75009,Paris,5,14,9
2006,15,75015,Paris,0,21,0
2006,4,75004,Paris,9,0,0
2006,15,75015,Paris,5,0,0
2006,17,75017,Paris,0,0,19
2007,11,75011,Paris,0,0,1
2007,11,75011,Paris,0,12,0
2007,10,75010,Paris,22,43,21
2007,11,75011,Paris,0,6,0
2007,19,75019,Paris,0,0,42
2007,18,75018,Paris,4,0,0
2007,18,75018,Paris,1,0,0
2007,15,75015,Paris,1,0,0
2007,9,75009,Paris,4,12,6
2007,13,75013,Paris,0,0,33
2007,18,75018,Paris,3,0,0
2007,15,75015,Paris,0,3,0
2008,13,75013,Paris,0,0,9
2008,20,75020,Paris,0,0,31
2008,13,75013,Paris,0,0,33
2008,20,75020,Paris,0,10,0
2008,19,75019,Paris,0,7,6
2008,18,75018,Paris,24,0,0
2008,18,75018,Paris,0,13,0
2008,19,75019,Paris,0,28,18
2008,17,75017,Paris,0,3,0
2008,4,75004,Paris,0,16,0
2009,9,75009,Paris,3,0,0
2009,16,75016,Paris,3,0,0
2009,16,75016,Paris,0,1,0
2009,9,75009,Paris,18,0,0
2009,14,75014,Paris,2,9,5
2009,15,75015,Paris,2,5,0
2009,12,75012,Paris,1,0,0
